pitch [deg],pAtm [hPa],Tatm [C],rho [km/m3],Qinf [Pa],Vinf [m/s],Ps (gauge) [Pa],Pt (gauge) [Pa],n [Hz],J [-],P1 (gauge) [Pa],P2 (gauge) [Pa],P3 (gauge) [Pa],P4 (gauge) [Pa],P5 (gauge) [Pa],X [m],Y [m],Z [m]
15,1019.88762,14.32,1.235941,556.229379,30.001502,38.901852,596.602596,67.107,1.100072921,294.540779,247.572419,225.915735,255.583897,422.655296,0.18556,0.11971,0
15,1019.891,14.3176,1.235956,555.977201,29.994526,38.57361,596.039149,67.105818,1.099836502,299.812361,247.762842,220.863503,254.420524,423.390482,0.18556,0.11042,0
15,1019.91276,14.3136,1.235999,556.276795,30.002078,39.022247,596.669465,67.111435,1.100021343,306.179267,248.169004,215.911548,253.976489,425.159579,0.18556,0.10087,0
15,1019.92182,14.32,1.235983,556.033066,29.995705,38.774816,596.235818,67.113701,1.099750545,314.637802,248.987435,211.323596,254.896449,428.647992,0.18556,0.09113,0
15,1019.88558,14.32,1.235939,555.969417,29.994521,39.57714,597.082531,67.103085,1.099881113,323.523856,250.03417,205.887495,254.750345,432.188892,0.18556,0.08124,0
15,1019.86934,14.32,1.235919,556.091068,29.998042,39.487255,596.876466,67.106902,1.099947659,329.465598,246.248012,194.500184,249.334818,430.363118,0.18556,0.07124,0
15,1019.89896,14.32,1.235955,555.731101,29.987895,39.095891,596.246014,67.117899,1.099395434,330.488326,235.523757,174.703783,236.427284,418.774399,0.18556,0.0612,0
15,1019.87206,14.32,1.235923,555.957789,29.994406,38.858981,596.106556,67.109882,1.099765499,376.20362,365.338536,384.160264,376.751393,595.175299,0.20778,0.25,0
15,1019.8878,14.32,1.235942,556.15073,29.999379,39.02731,596.628372,67.104428,1.100037237,375.881626,365.063162,384.28954,377.005923,595.615776,0.20778,0.24279,0
15,1019.90894,14.32,1.235967,555.973309,29.994283,38.599846,596.039088,67.098065,1.099954674,374.44891,363.985979,383.500224,375.917051,595.069771,0.20778,0.23609,0
15,1019.89314,14.32,1.235948,556.07735,29.997322,38.658038,596.329058,67.130975,1.099526829,373.545662,363.652677,383.765342,375.46355,595.865071,0.20778,0.22993,0
15,1019.90058,14.3188,1.235962,556.25012,30.001809,38.530476,596.168688,67.097076,1.100246886,370.2839,361.941248,383.462811,373.829574,595.758936,0.20778,0.22435,0
15,1019.90352,14.3188,1.235966,556.124909,29.998389,38.50424,596.137119,67.118411,1.099771768,365.660175,360.103828,383.681705,371.350144,595.827651,0.20778,0.21938,0
15,1019.9051,14.32,1.235963,556.169478,29.999631,38.462224,596.039082,67.115728,1.099861267,359.593171,357.543064,383.151466,367.919387,595.191881,0.20778,0.21504,0
15,1019.91568,14.32,1.235975,556.107632,29.997807,38.721293,596.339052,67.105754,1.099957859,351.169367,353.935236,383.015617,363.443485,592.674631,0.20778,0.21135,0
15,1019.92464,14.32,1.235986,556.024333,29.995428,38.33006,595.770028,67.110105,1.099799317,339.831503,346.967734,378.11232,354.675925,584.391414,0.20778,0.20833,0
15,1019.94506,14.3168,1.236025,556.368686,30.004248,38.600043,596.47359,67.118878,1.099978912,329.870314,341.713636,375.291302,348.063032,577.124999,0.20778,0.206,0
15,1019.93076,14.3164,1.236009,556.194919,29.999751,38.837611,596.607789,67.109483,1.099968017,321.093469,336.194622,372.476132,341.839728,569.858459,0.20778,0.20436,0
15,1019.91036,14.32,1.235969,556.047828,29.996272,38.56697,596.023511,67.109563,1.099839145,315.749291,332.423273,368.957662,336.877125,564.238445,0.20778,0.20343,0
15,1019.91132,14.3208,1.235967,556.149781,29.999049,38.425139,596.15278,67.117344,1.099813449,314.908369,331.478132,367.802374,336.087752,563.142207,0.20778,0.20319,0
15,1019.91384,14.322,1.235965,556.347754,30.004414,38.536591,596.153232,67.107834,1.100166023,311.895609,329.809234,366.584029,333.694915,560.251028,0.20778,0.2027,0
15,1019.89816,14.32,1.235954,555.920482,29.993016,38.685062,596.116473,67.107266,1.099757403,303.260082,323.624731,361.618984,326.238669,550.506558,0.20778,0.2015,0
15,1019.8767,14.32,1.235928,556.192926,30.00068,38.562695,596.302822,67.105098,1.10007396,291.679971,314.694424,353.619817,316.281951,536.985806,0.20778,0.1996,0
15,1019.90218,14.3184,1.235966,556.153056,29.999147,38.589391,596.178744,67.115468,1.099847784,275.550982,300.510089,338.865724,300.590349,514.251746,0.20778,0.197,0
15,1019.89052,14.3152,1.235966,556.247557,30.0017,38.445917,596.230753,67.108262,1.100059494,256.982603,282.310981,317.530107,280.327502,483.327924,0.20778,0.19372,0
15,1019.91622,14.312,1.23601,556.195394,29.999748,38.572953,596.204719,67.113121,1.099908281,241.109711,260.815518,289.691011,259.890734,447.161282,0.20778,0.18978,0
15,1019.92954,14.32,1.235992,556.125432,29.998083,38.541522,596.0805,67.114967,1.099816984,235.991394,244.415729,262.826975,247.030753,418.960149,0.20778,0.1852,0
15,1019.92082,14.3196,1.235983,556.297632,30.002834,38.530673,596.427036,67.113632,1.10001305,240.076396,234.199157,238.968983,238.575318,399.542951,0.20778,0.18,0
15,1019.92614,14.318,1.235997,556.165064,29.999098,38.4567,596.054474,67.111621,1.099909033,253.815383,230.329168,222.778507,238.74851,392.756804,0.20778,0.1742,0
15,1019.93148,14.32,1.235995,556.195394,29.999941,38.472349,596.127131,67.09871,1.10015159,266.080314,232.018835,217.550322,240.458103,393.667754,0.20778,0.16783,0
15,1019.92724,14.32,1.235989,556.27988,30.002282,38.552438,596.297761,67.124423,1.099815976,271.080071,233.370205,216.504448,241.090585,394.366907,0.20778,0.16093,0
15,1019.93798,14.32,1.236002,556.173228,29.999248,38.488262,596.132185,67.106119,1.100004714,276.127179,236.426555,219.01202,244.585117,399.36844,0.20778,0.15353,0
15,1019.94078,14.32,1.236006,556.270055,30.001818,38.578936,596.251273,67.101578,1.100173398,281.107676,240.181142,222.720907,248.599366,406.197861,0.20778,0.14567,0
15,1019.95544,14.3208,1.23602,556.327629,30.003197,38.695452,596.390867,67.111436,1.100062354,286.186469,244.373121,227.076152,253.079282,413.72499,0.20778,0.13739,0
15,1019.95136,14.3216,1.236012,556.04816,29.995762,38.626476,596.204589,67.111639,1.099786424,290.454327,247.546317,228.964597,255.584291,419.151229,0.20778,0.12872,0
15,1019.94312,14.3208,1.236005,556.209728,30.000199,38.906455,596.426837,67.100943,1.100124439,295.330342,249.848738,227.778072,256.109196,422.522933,0.20778,0.11971,0
15,1019.98078,14.3224,1.236044,556.040566,29.995166,38.567627,596.116483,67.102203,1.099919223,300.305118,249.299635,222.466049,255.080687,422.862154,0.20778,0.11042,0
15,1019.94732,14.3268,1.235985,556.245089,30.001404,38.584262,596.215034,67.106516,1.100077262,307.544313,249.939286,217.607533,255.394461,425.218298,0.20778,0.10087,0
15,1019.92514,14.32,1.235987,556.05191,29.996165,38.716033,596.235558,67.107262,1.099872934,315.376007,251.247712,213.472026,256.033186,428.573761,0.20778,0.09113,0
15,1019.92378,14.32,1.235985,556.040471,29.995876,38.986149,596.571425,67.093961,1.100080378,323.699617,251.675637,207.818151,255.572783,431.676932,0.20778,0.08124,0
15,1019.92712,14.32,1.235989,556.11404,29.997811,38.699923,596.333723,67.116072,1.099788905,329.413392,247.873505,196.508226,250.243993,429.568218,0.20778,0.07124,0
15,1019.94594,14.3208,1.236009,556.118312,29.997692,39.006926,596.535261,67.107051,1.099932383,330.758833,237.710982,177.532234,238.115768,418.504216,0.20778,0.0612,0
15,1019.95112,14.3236,1.236003,556.054805,29.996049,38.959124,596.447681,67.096496,1.10004516,376.760148,366.953887,384.947322,376.594776,595.816997,0.23,0.25,0
15,1019.95092,14.3228,1.236006,556.231135,30.000765,39.233316,597.005063,67.118278,1.099861055,376.464064,366.574034,384.953236,376.372664,596.07207,0.23,0.24279,0
15,1019.9464,14.326,1.235987,556.000079,29.994767,38.58413,596.007781,67.110297,1.099771935,375.102969,365.522187,384.118838,375.43054,595.440146,0.23,0.23609,0
15,1019.95554,14.3376,1.235948,556.120353,29.998482,38.451111,595.987136,67.110416,1.099906196,372.760164,363.985917,383.375096,374.06806,595.15439,0.23,0.22993,0
15,1019.97046,14.3312,1.235994,556.23759,30.00109,38.648043,596.411451,67.102248,1.100135717,370.703734,363.430956,384.139617,373.553539,596.389384,0.23,0.22435,0
15,1019.95486,14.3288,1.235985,556.134972,29.998427,38.594914,596.101152,67.111883,1.099880137,366.211119,361.508718,383.547041,370.765472,595.854546,0.23,0.21938,0
15,1019.96388,14.3308,1.235987,556.149876,29.998801,38.663495,596.224766,67.124895,1.099680638,359.229691,358.191915,382.869912,367.053291,594.598257,0.23,0.21504,0
15,1019.96992,14.3224,1.236031,556.174794,29.998946,38.37201,595.950778,67.120051,1.099765317,349.704516,353.57037,381.30248,360.969977,590.371821,0.23,0.21135,0
15,1019.9441,14.3212,1.236005,556.083758,29.996808,38.525348,596.028496,67.1019,1.099984401,338.445018,347.300313,377.670716,352.89065,582.516718,0.23,0.20833,0
15,1019.9522,14.3296,1.235978,556.225771,30.000957,38.425205,596.085503,67.109242,1.100016186,327.663159,340.889091,373.860568,345.329922,574.401688,0.23,0.206,0
15,1019.96324,14.3328,1.235978,556.267444,30.002085,38.4304,596.07499,67.115408,1.099956482,319.447399,335.909709,369.514395,337.997231,566.510029,0.23,0.20436,0
15,1019.96344,14.328,1.235999,556.268868,30.00187,38.377534,596.189205,67.09477,1.100286938,315.256468,333.563761,368.26587,334.788525,562.649707,0.23,0.20343,0
15,1019.94364,14.3392,1.235927,556.268014,30.002723,38.689205,596.525204,67.397053,1.095383175,312.710953,331.229124,366.392357,333.035342,559.514784,0.23,0.20319,0
15,1019.93304,14.3328,1.235941,556.117885,29.998496,38.610235,596.069995,67.102911,1.100029727,309.040074,328.795714,364.033911,329.507007,555.30978,0.23,0.2027,0
15,1019.94902,14.3332,1.235959,556.208162,30.000717,38.467352,595.904556,67.1055,1.100068726,301.489011,323.78339,360.963286,323.576374,548.424669,0.23,0.2015,0
15,1019.9643,14.3312,1.235986,556.145414,29.998695,38.526004,596.111405,67.126063,1.099657618,289.732027,313.949501,350.794121,312.673864,532.452435,0.23,0.1996,0
15,1019.96474,14.34,1.235949,556.091969,29.997706,38.552174,595.93553,67.103574,1.09998989,274.881415,300.711296,336.441132,297.695756,510.417816,0.23,0.197,0
15,1019.96882,14.3356,1.235973,556.240342,30.001418,38.541785,596.235361,67.11565,1.099928062,257.740607,282.976601,315.562435,279.169183,480.78754,0.23,0.19372,0
15,1019.9464,14.3256,1.235989,556.199903,30.000136,38.57361,596.401389,67.110914,1.099958679,243.508992,263.138386,289.987101,261.043192,447.822894,0.23,0.18978,0
15,1019.97084,14.3292,1.236003,556.179588,29.999416,38.313884,595.697493,67.100002,1.100111154,236.12047,245.88387,263.087031,245.82457,417.779742,0.23,0.1852,0
15,1019.95534,14.3304,1.235979,556.060596,29.996498,38.509697,596.044076,67.095866,1.100071955,241.696429,237.261821,242.162698,239.814178,401.385497,0.23,0.18,0
15,1019.93858,14.3284,1.235967,556.169573,29.999579,38.530608,596.194529,67.115849,1.099857378,253.866868,232.927418,225.744251,238.894549,393.804918,0.23,0.1742,0
15,1019.93114,14.3352,1.235929,556.198954,30.000835,38.451704,596.002852,67.105661,1.100070414,265.876937,233.692395,218.439702,239.694836,393.276191,0.23,0.16783,0
15,1019.94734,14.3312,1.235966,555.960589,29.993959,38.224065,595.646481,67.114125,1.099679583,272.258578,235.608648,218.533531,242.318462,395.985827,0.23,0.16093,0
15,1019.94544,14.3296,1.23597,556.247177,30.001633,38.387922,595.884241,67.084682,1.100443703,276.947845,238.196243,221.113235,245.851463,400.770765,0.23,0.15353,0
15,1019.9665,14.34,1.235951,556.393225,30.005805,38.361358,596.14231,67.123835,1.099954757,281.13233,241.437493,223.840165,248.707071,405.599178,0.23,0.14567,0
15,1019.96216,14.3376,1.235956,556.15054,29.999199,38.800921,596.375415,67.096626,1.100158549,288.210362,247.229645,229.209066,254.631329,415.132182,0.23,0.13739,0
15,1019.96084,14.3388,1.235949,556.172469,29.999872,38.658564,596.168483,67.104286,1.100057643,291.607574,249.722495,230.348312,256.174822,419.431733,0.23,0.12872,0
15,1019.9712,14.3388,1.235962,556.064298,29.996802,38.361227,596.003119,67.131322,1.099502086,295.886552,251.25363,228.740181,256.520417,421.982966,0.23,0.11971,0
15,1019.9632,14.3388,1.235952,556.122204,29.998482,39.096154,596.571758,67.112801,1.099867109,301.899772,251.871056,224.698904,256.487935,423.819855,0.23,0.11042,0
15,1019.9654,14.3396,1.235951,556.170808,29.999802,39.016658,596.540322,67.107479,1.100002735,308.198821,252.198047,220.010486,256.542641,425.513924,0.23,0.10087,0
15,1019.9814,14.3392,1.235973,555.985223,29.99454,38.626738,596.080637,67.10257,1.099890252,315.68202,253.201117,215.625519,256.883044,428.669032,0.23,0.09113,0
15,1020.0017,14.3432,1.23598,556.305368,30.003085,38.764164,596.50962,67.104269,1.100175738,323.684952,252.990246,209.544833,256.196387,431.153536,0.23,0.08124,0
15,1020.00954,14.3424,1.235993,556.068475,29.996539,38.901064,596.380547,67.129661,1.09951965,330.197435,249.743139,198.756665,251.764675,429.80158,0.23,0.07124,0
15,1020.0064,14.34,1.235999,556.109531,29.997567,39.152966,596.757449,67.104272,1.099973351,330.363726,239.51072,180.554858,239.711537,417.991009,0.23,0.0612,0
30,1026.5108,12.6,1.251455,563.232216,30.002058,24.758544,588.608391,61.525235,1.199897272,383.094644,377.282964,359.86948,363.566908,584.386406,0.03,0.25,0
30,1026.53086,12.614,1.251419,563.1997,30.001634,24.45746,588.40218,61.516543,1.200049852,382.836036,377.382981,359.43222,362.903262,583.75576,0.03,0.23972,0
30,1026.53974,12.622,1.251394,563.040107,29.997673,24.563191,588.401598,61.522472,1.199775779,383.562219,378.629722,360.082515,362.967044,584.577217,0.03,0.23049,0
30,1026.49838,12.64,1.251265,562.977827,29.997563,24.960013,588.841284,61.521276,1.199794703,384.123289,379.934542,361.060278,363.351367,585.319175,0.03,0.22239,0
30,1026.4892,12.64,1.251254,562.939899,29.996686,24.700616,588.665397,61.521212,1.199760875,383.634749,380.139958,360.862886,362.588696,584.698721,0.03,0.2155,0
30,1026.52408,12.6432,1.251282,563.172215,30.002534,24.54695,588.489509,61.518775,1.20004231,381.874256,379.305482,359.74981,360.975168,583.209927,0.03,0.20991,0
30,1026.51638,12.66,1.2512,562.857065,29.995132,24.536693,588.267328,61.481398,1.200475619,380.705626,378.671872,358.473866,359.817322,582.881552,0.03,0.20567,0
30,1026.53878,12.6684,1.25119,563.049649,30.000376,24.716594,588.515027,61.535722,1.199625525,376.643301,377.135023,357.35021,359.065427,582.417065,0.03,0.20281,0
30,1026.5161,12.672,1.251147,563.068874,30.001409,24.706205,588.650073,61.516245,1.200046665,373.687884,377.218662,360.212451,362.437267,585.642487,0.03,0.20138,0
30,1026.53642,12.682,1.251128,562.884455,29.996723,24.626709,588.194805,61.511765,1.199946614,372.34355,376.733207,362.002852,364.217209,586.759893,0.03,0.20102,0
30,1026.51328,12.6912,1.251059,563.037829,30.001631,24.907016,588.846155,61.53455,1.199698558,381.911342,388.36532,379.906541,374.218707,607.956116,0.03,0.19958,0
30,1026.53406,12.6984,1.251053,562.667378,29.991833,24.536101,588.050017,61.53255,1.199345739,388.257938,398.828734,386.526722,378.223488,615.696429,0.03,0.19673,0
30,1026.5261,12.7,1.251036,562.885072,29.997835,24.806347,588.463733,61.522569,1.199780366,392.071632,404.064089,395.99549,385.156727,624.80163,0.03,0.19248,0
30,1026.54578,12.7,1.25106,562.753013,29.994028,24.975859,588.613715,61.511322,1.199847449,399.228571,413.092626,409.008219,395.569969,638.618005,0.03,0.18689,0
30,1026.52866,12.7,1.251039,562.939425,29.999246,24.886172,588.587874,61.516736,1.199950568,404.262458,420.481931,422.468488,405.118627,651.024774,0.03,0.18001,0
30,1026.53704,12.7024,1.251039,562.957843,29.99974,25.271421,589.141053,61.518062,1.199944463,410.928076,429.046266,437.372946,417.046442,665.180765,0.03,0.17191,0
30,1026.53448,12.7152,1.25098,562.663628,29.992609,25.134259,588.618715,61.527361,1.199477922,414.267828,433.816612,449.113239,425.902181,674.776226,0.03,0.16267,0
30,1026.51442,12.72,1.250935,562.683518,29.993683,25.234797,588.722661,61.528633,1.199496076,414.558002,434.117762,456.890424,432.750008,679.808927,0.03,0.15239,0
30,1026.51826,12.7332,1.250881,562.825641,29.998108,25.129131,588.732855,61.523458,1.199773948,414.39776,432.052181,461.222463,438.964688,683.110156,0.03,0.14118,0
30,1026.50058,12.738,1.250839,562.534987,29.990871,25.313372,588.706885,61.530536,1.199346525,409.161088,423.68946,458.743615,440.068029,678.919954,0.03,0.12914,0
30,1026.5319,12.74,1.250868,562.792317,29.997377,25.541537,589.104695,61.528484,1.19964671,401.499036,411.307032,450.783766,438.185378,670.617266,0.03,0.11641,0
30,1026.49514,12.74,1.250824,562.710718,29.99574,25.700134,589.07866,61.512949,1.199884196,390.103039,392.4208,435.384503,432.299324,656.05667,0.03,0.10311,0
30,1026.49538,12.74,1.250824,562.728993,29.996223,25.594008,589.161377,61.535744,1.19945903,375.28754,367.742599,411.095368,421.052991,634.540181,0.03,0.08938,0
30,1026.47792,12.76,1.250715,562.424147,29.989401,25.874381,589.089307,61.531785,1.199263396,359.726979,336.793302,378.205032,406.671325,609.29696,0.03,0.07536,0
30,1026.48044,12.76,1.250718,562.726667,29.997429,25.800605,589.053336,61.536717,1.199488289,341.512092,293.708416,329.981643,386.80254,577.606353,0.03,0.0612,0
30,1026.50706,12.76,1.250751,563.94118,30.029391,24.573054,589.10963,61.518407,1.201123722,383.926952,377.230298,360.774643,365.34377,585.949286,0.05222,0.25,0
30,1026.50746,12.7636,1.250735,562.747696,29.997783,24.277558,587.874712,61.516472,1.199897199,383.209518,376.633063,359.744812,364.438732,583.904026,0.05222,0.23972,0
30,1026.48456,12.7772,1.250648,562.309415,29.987147,24.266512,587.368085,61.524547,1.199314335,382.820123,376.426994,359.374879,363.876078,583.183505,0.05222,0.23049,0
30,1026.5072,12.78,1.250663,562.73863,29.998406,24.45266,588.0195,61.510768,1.200033389,383.12726,376.817567,360.056219,364.444454,583.549092,0.05222,0.22239,0
30,1026.52512,12.78,1.250685,563.143496,30.008933,24.53643,588.359786,61.521448,1.200246107,383.235291,377.37798,360.399778,364.628503,584.05771,0.05222,0.2155,0
30,1026.5348,12.8,1.250609,562.671651,29.997266,24.425504,587.869518,61.528324,1.199645391,381.863406,376.669363,359.63014,363.68644,583.188621,0.05222,0.20991,0
30,1026.52058,12.8,1.250592,562.589197,29.995276,24.632232,587.993529,61.518019,1.199766748,380.331618,375.656033,358.265101,362.469019,582.75446,0.05222,0.20567,0
30,1026.51928,12.8076,1.250557,562.634957,29.996913,24.647619,587.993594,61.5165,1.199861853,375.729993,373.776071,358.11939,361.998827,582.215596,0.05222,0.20281,0
30,1026.48994,12.816,1.250485,562.56926,29.996031,24.514994,587.807642,61.508038,1.19999164,374.254089,374.293091,360.21797,363.205859,585.022435,0.05222,0.20138,0
30,1026.53042,12.82,1.250517,562.583453,29.996028,24.732638,587.967559,61.531328,1.199537316,374.544914,374.948129,361.195532,364.087148,585.901689,0.05222,0.20102,0
30,1026.52536,12.82,1.25051,562.905674,30.004691,24.515125,588.236487,61.518515,1.200133658,372.644509,375.877951,366.442394,369.357951,591.627902,0.05222,0.19958,0
30,1026.50344,12.82,1.250484,562.364336,29.99058,24.971125,588.184611,61.495187,1.200024296,387.531481,395.300733,387.391316,381.677189,617.798556,0.05222,0.19673,0
30,1026.4968,12.82,1.250476,562.948159,30.00624,24.769394,588.510286,61.526213,1.20004545,391.879239,400.941469,395.246622,387.803575,625.58606,0.05222,0.19248,0
30,1026.4993,12.82,1.250479,562.608517,29.997151,24.93884,588.318687,61.530924,1.1995901,397.920861,408.649216,407.774694,397.438098,639.22241,0.05222,0.18689,0
30,1026.49144,12.82,1.250469,562.579656,29.996496,25.1553,588.546385,61.520844,1.199760452,402.93831,416.256095,420.518044,406.746421,651.390419,0.05222,0.18001,0
30,1026.45268,12.82,1.250422,562.539876,29.996002,25.060352,588.447892,61.516139,1.199832454,407.56072,423.366936,434.027159,416.225038,664.465165,0.05222,0.17191,0
30,1026.47986,12.82,1.250455,562.639039,29.998249,24.960079,588.32401,61.514815,1.19994816,410.231232,428.302003,445.099377,423.651499,673.64152,0.05222,0.16267,0
30,1026.497,12.82,1.250476,562.448356,29.992914,25.087048,588.28804,61.527442,1.199488541,411.462056,430.351669,452.81437,430.038856,679.739224,0.05222,0.15239,0
30,1026.4854,12.8232,1.250448,562.624134,29.997938,25.228944,588.551838,61.515528,1.199921812,411.109101,429.992187,457.593522,434.348011,683.423003,0.05222,0.14118,0
30,1026.48974,12.84,1.25038,562.551317,29.996814,25.118478,588.458474,61.516372,1.19986039,405.435886,422.923627,454.356017,432.939639,677.987826,0.05222,0.12914,0
30,1026.51906,12.84,1.250415,562.355554,29.991166,25.239991,588.256681,61.510014,1.199758472,397.728465,412.632161,446.890244,429.179127,669.441665,0.05222,0.11641,0
30,1026.51286,12.8488,1.250369,562.453198,29.994322,25.482884,588.769343,61.541719,1.199266569,387.858088,397.936065,433.109103,421.697042,655.696475,0.05222,0.10311,0
30,1026.48398,12.86,1.250285,562.71048,30.002191,25.626096,588.789537,61.522547,1.199955016,375.048586,378.640447,410.309683,407.645532,635.603875,0.05222,0.08938,0
30,1026.47006,12.8636,1.250252,562.56176,29.998618,25.715783,588.97549,61.526252,1.199739861,362.671288,356.646973,380.329071,388.723068,609.201823,0.05222,0.07536,0
30,1026.52708,12.8632,1.250324,562.364099,29.992493,25.752868,588.846025,61.518404,1.199647925,354.424028,335.778859,342.069885,362.171488,580.943406,0.05222,0.0612,0
30,1026.49098,12.866,1.250267,563.735349,30.029712,24.240802,588.588132,61.513564,1.201231128,383.458527,375.84054,360.234149,365.764919,585.006451,0.07444,0.25,0
30,1026.49634,12.88,1.250213,562.186186,29.989078,24.066621,586.980404,61.516177,1.199554755,382.129515,374.69445,359.000749,364.487919,582.389586,0.07444,0.23972,0
30,1026.48626,12.88,1.2502,562.548563,29.99889,24.029602,587.456384,61.506863,1.200128941,382.860756,375.281171,359.406049,365.196743,583.289496,0.07444,0.23049,0
30,1026.472,12.8808,1.25018,562.493214,29.997664,24.282621,587.673177,61.525594,1.199714538,383.256663,375.777874,360.186278,365.965538,584.195322,0.07444,0.22239,0
30,1026.45108,12.8852,1.250135,562.421584,29.99629,24.377175,587.595654,61.552964,1.199126149,382.426063,375.106532,359.7815,365.397095,583.236559,0.07444,0.2155,0
30,1026.4665,12.8972,1.250101,562.545858,30.000008,24.440561,587.673372,61.51808,1.199954832,381.525963,374.694127,359.307681,364.904469,583.002806,0.07444,0.20991,0
30,1026.46004,12.8972,1.250093,562.258433,29.992437,24.53643,587.709277,61.512956,1.199751933,379.71965,373.533306,357.994457,363.664742,582.55345,0.07444,0.20567,0
30,1026.45626,12.898,1.250085,562.228623,29.99174,24.627103,587.585525,61.52591,1.199471456,375.122034,371.64652,358.202634,362.967305,581.961523,0.07444,0.20281,0
30,1026.46544,12.8992,1.250091,562.736778,30.005219,24.488364,587.853936,61.521852,1.20008968,374.077993,372.169988,360.050561,364.108782,584.047393,0.07444,0.20138,0
30,1026.45326,12.9,1.250073,562.677774,30.003866,24.833109,588.277781,61.522797,1.200017132,374.701083,373.025039,361.148911,364.909861,585.75394,0.07444,0.20102,0
30,1026.4343,12.9,1.25005,562.537266,30.000396,24.483564,587.833741,61.509989,1.200128195,373.361352,373.77048,362.950099,366.311336,588.135989,0.07444,0.19958,0
30,1026.43658,12.9,1.250053,562.261614,29.993012,24.64775,587.812965,61.518524,1.199666344,381.36105,386.610364,384.096616,380.2266,612.237131,0.07444,0.19673,0
30,1026.44046,12.9,1.250057,562.314589,29.994368,24.684769,587.859194,61.527803,1.199539652,391.562508,399.505145,395.501815,388.934922,626.847354,0.07444,0.19248,0
30,1026.4538,12.9,1.250074,562.606903,30.001968,24.663991,588.029435,61.521556,1.199965426,396.481386,406.051033,406.775363,397.63378,638.453893,0.07444,0.18689,0
30,1026.46446,12.9,1.250087,562.254066,29.992403,24.864671,588.019564,61.508915,1.199829394,401.556571,413.351432,418.97764,406.535616,651.061859,0.07444,0.18001,0
30,1026.44158,12.9,1.250059,562.528294,30.000051,24.843761,587.952041,61.509425,1.200125398,405.020662,420.196628,432.475233,415.27668,663.452754,0.07444,0.17191,0
30,1026.48298,12.9,1.250109,562.512819,29.999033,24.748681,587.915876,61.514007,1.199995283,408.237186,425.469998,442.548802,422.206243,672.6829,0.07444,0.16267,0
30,1026.45112,12.9,1.25007,562.473372,29.998447,25.06581,588.313881,61.504145,1.200164254,409.956181,429.067634,450.972214,428.08394,680.645315,0.07444,0.15239,0
30,1026.4234,12.9,1.250036,562.33595,29.995187,24.77472,587.952041,61.520918,1.199706653,408.154073,428.492292,454.693859,430.049573,682.203997,0.07444,0.14118,0
30,1026.39394,12.9008,1.249997,562.227388,29.992764,24.885843,587.833677,61.533815,1.199358312,403.566915,423.472733,452.527553,428.463663,678.321201,0.07444,0.12914,0
30,1026.4212,12.9112,1.249985,562.452344,29.998911,25.176342,588.447957,61.534835,1.199584236,396.757028,415.712249,446.119875,423.98691,670.129568,0.07444,0.11641,0
30,1026.39466,12.9068,1.249972,562.059017,29.988576,25.224144,587.652207,61.506779,1.19971796,386.959564,402.82207,432.126216,414.383616,655.088517,0.07444,0.10311,0
30,1026.42002,12.9096,1.24999,562.066612,29.988555,25.530161,588.329463,61.509505,1.19966395,376.072111,387.081618,411.339645,400.04699,634.285516,0.07444,0.08938,0
30,1026.4242,12.9184,1.249957,562.462027,29.999502,25.477295,588.530933,61.517537,1.199945184,366.53181,369.845858,384.674706,382.444601,609.233514,0.07444,0.07536,0
30,1026.44568,12.912,1.250011,562.187087,29.99152,25.668046,588.473862,61.50525,1.199865564,363.38806,353.60975,351.573101,361.619562,580.997458,0.07444,0.0612,0
30,1026.43466,12.92,1.249963,563.503364,30.027189,24.246128,588.319333,61.517729,1.201048883,383.126469,374.746729,359.703254,365.943574,584.502654,0.09667,0.25,0
30,1026.43238,12.9224,1.24995,562.030156,29.988073,23.934522,586.783999,61.520475,1.199430754,382.451575,373.902186,358.618851,365.164915,582.749388,0.09667,0.23972,0
30,1026.4412,12.92,1.249971,562.556016,30.001844,24.023553,587.461255,61.521118,1.19996901,382.669609,373.965179,358.953073,365.705546,582.971312,0.09667,0.23049,0
30,1026.43592,12.9308,1.249917,562.328972,29.996432,24.335224,587.399314,61.529022,1.199598429,383.069987,374.524806,359.635264,366.451581,583.750566,0.09667,0.22239,0
30,1026.41498,12.9384,1.249858,562.245047,29.994899,24.123892,587.03741,61.522858,1.199657304,381.640305,373.258198,358.78113,365.537412,582.353477,0.09667,0.2155,0
30,1026.43586,12.94,1.249877,562.490984,30.001237,24.441219,587.802253,61.535623,1.199661884,381.365392,373.416007,358.890807,365.694299,582.823434,0.09667,0.20991,0
30,1026.4378,12.94,1.249879,562.299351,29.996097,24.377701,587.450737,61.526635,1.199631571,379.095516,371.92683,357.30839,363.968134,581.866313,0.09667,0.20567,0
30,1026.44606,12.94,1.249889,562.514576,30.001716,24.287948,587.776801,61.528313,1.199823569,375.515771,370.506155,357.890568,363.378456,581.88781,0.09667,0.20281,0
30,1026.4902,12.94,1.249943,562.16848,29.991841,24.204046,587.20278,61.519817,1.199594293,373.330386,370.072837,358.775607,363.362348,582.119478,0.09667,0.20138,0
30,1026.51074,12.94,1.249968,562.567741,30.00219,24.304057,587.616431,61.521076,1.199983668,373.424147,370.490243,359.56754,363.913425,583.188496,0.09667,0.20102,0
