pitch [deg],pAtm [hPa],Tatm [C],rho [km/m3],Qinf [Pa],Vinf [m/s],Ps (gauge) [Pa],Pt (gauge) [Pa],n [Hz],J [-],P1 (gauge) [Pa],P2 (gauge) [Pa],P3 (gauge) [Pa],P4 (gauge) [Pa],P5 (gauge) [Pa],X [m],Y [m],Z [m]
15,1018.8734,14.0608,1.235827,556.474247,30.009499,30.571283,587.937878,98.423593,0.7502497,317.245179,329.830013,380.745286,340.221538,564.667415,0.03,0.20343,0
15,1018.89516,14.06,1.235856,556.230281,30.002557,30.418209,588.031113,98.434003,0.749996822,315.401456,328.72608,380.271866,338.208827,563.274752,0.03,0.20319,0
15,1018.90868,14.06,1.235873,556.277649,30.003637,30.539655,587.829514,98.431536,0.750042618,308.271414,324.511678,379.7985,332.915999,557.327036,0.03,0.2027,0
15,1018.88536,14.06,1.235845,555.987454,29.996153,30.549847,587.710503,98.425658,0.749900312,297.01324,316.088463,376.925537,324.106677,545.749758,0.03,0.2015,0
15,1018.8856,14.06,1.235845,555.904819,29.99392,30.392236,587.508969,98.432258,0.749794209,280.566791,301.418536,366.511304,309.285654,525.393341,0.03,0.1996,0
15,1018.9023,14.062,1.235857,557.512159,30.037109,31.056412,589.720847,98.436986,0.750837791,270.419971,289.376514,349.623054,297.008037,504.900908,0.03,0.197,0
15,1018.9048,14.0632,1.235854,556.154527,30.00054,31.025113,588.196548,98.423066,0.750029738,268.857276,278.805132,322.847919,288.664453,482.666312,0.03,0.19372,0
15,1018.9152,14.0712,1.235833,556.044363,29.997833,30.983031,588.062407,98.424387,0.749951996,277.976295,276.122851,304.598571,288.65465,474.206011,0.03,0.18978,0
15,1018.96302,14.0792,1.235856,555.998323,29.996306,30.988488,588.046566,98.427853,0.749887413,282.488563,276.983168,300.779279,288.670434,472.611555,0.03,0.1852,0
15,1018.92326,14.0736,1.235832,556.184429,30.001618,31.067852,588.516511,98.43066,0.749998821,287.686501,280.457324,304.140728,292.84262,478.478868,0.03,0.18,0
15,1018.93906,14.0764,1.235839,556.013417,29.996919,30.967579,588.051566,98.4323,0.749868858,294.925172,289.139668,311.903384,299.388905,491.69419,0.03,0.1742,0
15,1018.92948,14.06,1.235898,555.9819,29.995353,31.194559,588.325559,98.424233,0.749891168,308.780474,304.365347,324.617806,312.434918,513.87584,0.03,0.16783,0
15,1018.92848,14.0608,1.235893,555.477455,29.981799,31.220729,587.695115,98.421154,0.749575764,320.989777,318.286277,338.99118,325.752159,535.254325,0.03,0.16093,0
15,1018.91598,14.0644,1.235863,556.184382,30.001244,31.04576,588.382371,98.429986,0.749994607,334.975867,333.812178,356.430576,341.000975,559.25552,0.03,0.15353,0
15,1018.92876,14.0612,1.235892,555.89955,29.993206,31.273661,588.278942,98.423366,0.749844098,345.596361,346.846941,375.572133,356.126512,580.996304,0.03,0.14567,0
15,1018.9055,14.0692,1.235829,556.22373,30.00271,31.184104,588.423729,98.436003,0.749985409,358.658687,359.923528,391.634716,372.270566,602.268004,0.03,0.13739,0
15,1018.9153,14.08,1.235795,555.909186,29.994645,31.162998,588.036372,98.429554,0.749832931,368.521705,370.302653,408.349384,386.32037,620.47889,0.03,0.12872,0
15,1018.93384,14.08,1.235817,555.916637,29.994573,31.300619,588.413406,98.43264,0.749807623,373.472676,374.44926,418.223179,396.333044,631.502,0.03,0.11971,0
15,1018.95066,14.08,1.235838,555.914312,29.994263,31.099414,588.134413,98.425425,0.749854837,373.248984,371.954963,420.357144,401.231549,634.231615,0.03,0.11042,0
15,1018.94498,14.0816,1.235824,556.038477,29.99778,30.892357,587.835032,98.429996,0.749907935,370.391998,364.287527,416.073437,402.584292,632.026442,0.03,0.10087,0
15,1018.98042,14.0888,1.235836,555.968278,29.99574,30.813387,587.803738,98.427927,0.7498727,360.965315,349.350638,401.056531,395.239301,619.371265,0.03,0.09113,0
15,1018.99564,14.0824,1.235882,556.37946,30.006272,31.114998,588.475476,98.422052,0.75018077,348.047264,327.052592,377.447483,384.214616,599.157871,0.03,0.08124,0
15,1018.9555,14.09,1.235801,555.889108,29.994034,31.417266,588.465347,98.42786,0.749830561,335.806724,300.162254,346.276273,371.34988,576.028312,0.03,0.07124,0
15,1018.92514,14.0972,1.235733,555.872781,29.994416,31.676663,588.563258,98.42523,0.749860147,317.676461,263.835438,302.553704,349.021981,543.176372,0.03,0.0612,0
15,1018.93606,14.0932,1.235763,556.411926,30.008588,30.481792,587.912167,98.424221,0.750222138,372.257153,362.649153,379.902332,371.280249,587.527788,0.05222,0.25,0
15,1018.96732,14.0952,1.235793,555.763661,29.990747,29.930909,586.764705,98.416418,0.749835555,370.075394,359.934909,377.457483,369.363931,585.371676,0.05222,0.24279,0
15,1018.97364,14.0984,1.235786,555.958073,29.996066,30.058077,587.353728,98.433648,0.749837266,371.098321,360.467838,378.315495,370.592278,586.839553,0.05222,0.23609,0
15,1018.9432,14.0972,1.235755,555.940797,29.995985,29.89389,586.842554,98.431432,0.749852123,369.524314,358.889497,377.259432,369.899102,586.065559,0.05222,0.22993,0
15,1018.96094,14.0984,1.235771,556.083711,29.999642,29.894153,587.023118,98.427137,0.749976267,368.88499,357.997026,376.623593,369.569346,586.007238,0.05222,0.22435,0
15,1018.91986,14.0916,1.23575,556.101699,30.000377,30.079644,587.358793,98.424404,0.750015467,369.140972,357.997222,376.785278,369.926714,586.823195,0.05222,0.21938,0
15,1018.9332,14.0892,1.235777,555.896275,29.994514,29.904805,586.80626,98.420269,0.749900395,366.798572,356.231743,375.286435,367.973699,585.736924,0.05222,0.21504,0
15,1018.95348,14.0904,1.235796,556.098709,29.999738,30.031907,587.457157,98.431552,0.749945027,363.416866,355.355569,376.431202,367.010094,587.251364,0.05222,0.21135,0
15,1018.93728,14.1,1.235735,556.262745,30.004903,29.941627,587.234781,98.419606,0.750165187,351.750826,350.92379,377.893819,360.82374,584.528721,0.05222,0.20833,0
15,1018.96132,14.1,1.235765,555.837278,29.993072,30.015928,586.940594,98.425249,0.749826403,335.433049,344.295519,380.345444,350.888526,577.701519,0.05222,0.206,0
15,1018.98638,14.1,1.235795,556.185047,30.002084,30.015994,587.405863,98.432845,0.749993822,320.543047,335.851125,379.757275,340.719221,567.384287,0.05222,0.20436,0
15,1018.94764,14.0992,1.235751,555.808752,29.992462,30.148685,587.126547,98.428343,0.749787583,311.734781,330.833878,378.669183,334.144598,560.081903,0.05222,0.20343,0
15,1018.94606,14.0968,1.23576,556.232179,30.003782,30.0108,587.493322,98.432791,0.75003668,308.344268,328.21465,377.633896,331.764727,557.024827,0.05222,0.20319,0
15,1018.93602,14.0964,1.235749,556.385346,30.00804,30.158877,587.845096,98.432768,0.750143297,305.010305,326.376776,376.79048,328.484614,553.599342,0.05222,0.2027,0
15,1018.912,14.0964,1.23572,555.942743,29.996455,30.174986,587.085576,98.421234,0.74994157,294.266127,318.707759,373.62103,319.972629,542.715754,0.05222,0.2015,0
15,1018.9217,14.0912,1.235754,556.087508,29.999946,29.91,587.100382,98.430545,0.749957899,280.380642,306.229199,363.190756,307.143471,524.286315,0.05222,0.1996,0
15,1018.92906,14.0992,1.235729,556.155097,30.002079,29.851545,587.080188,98.429621,0.750018262,271.620173,293.881022,344.37705,296.12109,502.231248,0.05222,0.197,0
15,1018.94884,14.0944,1.235774,555.761715,29.990925,29.920126,586.821777,98.42979,0.749738137,273.115934,285.374294,320.303319,289.774234,483.714749,0.05222,0.19372,0
15,1018.96748,14.0948,1.235794,556.258474,30.004071,29.899282,587.416122,98.430089,0.750064494,281.423752,282.200449,306.341888,290.07677,476.206492,0.05222,0.18978,0
15,1018.97226,14.1,1.235778,556.018305,29.997795,29.957277,587.234976,98.432601,0.749888464,289.213036,283.68989,304.286241,293.686497,477.684827,0.05222,0.1852,0
15,1018.9594,14.0964,1.235778,555.920102,29.995147,30.010208,587.002535,98.422678,0.749897866,293.600899,286.768599,305.55101,296.305134,481.708548,0.05222,0.18,0
15,1018.96922,14.0964,1.23579,556.305464,30.005396,29.915063,587.302305,98.432921,0.750076036,300.013632,293.570597,312.877786,303.517762,494.034883,0.05222,0.1742,0
15,1018.95126,14.0976,1.235763,556.100513,30.000195,30.148619,587.540133,98.430705,0.749962905,312.76283,306.656859,325.627318,316.654906,515.469755,0.05222,0.16783,0
15,1018.94796,14.1,1.235748,555.868366,29.994107,29.77698,586.698025,98.427691,0.749833674,323.04116,318.824211,339.687907,328.754203,536.064935,0.05222,0.16093,0
15,1018.95818,14.1,1.235761,555.86025,29.993738,29.804137,586.868265,98.433007,0.749783954,336.139171,333.770495,357.189901,344.042341,560.558485,0.05222,0.15353,0
15,1018.9758,14.1,1.235782,556.059836,29.998863,29.814525,586.966177,98.429393,0.749939603,346.219697,346.086445,374.771452,357.88009,582.215956,0.05222,0.14567,0
15,1019.00228,14.1,1.235814,556.846558,30.019687,30.412948,588.465217,98.427636,0.750473577,359.353834,359.575958,391.406025,373.038827,604.073335,0.05222,0.13739,0
15,1019.0017,14.1,1.235814,556.068238,29.998708,30.127183,587.023571,98.420683,0.750002096,367.415804,369.251979,405.964299,384.39886,620.759912,0.05222,0.12872,0
15,1018.9813,14.1,1.235789,556.084897,29.999458,30.285453,587.431575,98.433719,0.749921518,371.031054,373.684155,415.001259,391.451636,630.496571,0.05222,0.11971,0
15,1018.97796,14.1,1.235785,556.022909,29.997835,30.25422,587.560715,98.43805,0.749847954,370.885541,373.018339,417.864555,394.704061,633.823623,0.05222,0.11042,0
15,1019.01808,14.1,1.235833,556.361376,30.006373,30.344433,587.85042,98.430026,0.750122521,368.735271,368.527766,413.731104,393.215205,631.438945,0.05222,0.10087,0
15,1018.9829,14.1,1.235791,555.865329,29.993511,30.312937,587.188358,98.42434,0.749844303,358.979963,356.284606,399.264948,383.126786,616.798672,0.05222,0.09113,0
15,1018.97206,14.1,1.235778,555.775574,29.991249,30.450296,587.234846,98.42857,0.74975553,348.458353,339.40609,376.524567,369.234138,596.151238,0.05222,0.08124,0
15,1018.98412,14.1,1.235792,555.888396,29.994116,30.270526,587.131805,98.427502,0.749835339,338.822847,320.867949,348.36855,351.678093,572.634375,0.05222,0.07124,0
15,1018.99268,14.1,1.235803,555.927744,29.995051,30.36028,587.307175,98.428396,0.749851902,327.875933,298.307744,309.911326,325.177731,539.78842,0.05222,0.0612,0
15,1018.98564,14.1,1.235794,556.488818,30.010287,30.291699,587.880937,98.4261,0.750250291,371.539523,363.140787,379.496498,369.770091,587.437517,0.07444,0.25,0
15,1018.98316,14.1,1.235791,555.723744,29.989687,29.718788,586.65653,98.434366,0.749672337,370.334924,361.360244,378.019146,368.741443,586.070686,0.07444,0.24279,0
15,1019.01252,14.1,1.235827,556.133121,30.000299,29.533955,587.028571,98.43245,0.74995221,370.022856,360.732499,377.706686,368.611644,586.356981,0.07444,0.23609,0
15,1019.00916,14.1,1.235823,556.007768,29.996967,29.51824,586.651599,98.428501,0.749899001,369.021434,359.85561,377.160673,368.054772,585.774208,0.07444,0.22993,0
15,1019.0042,14.1,1.235817,556.275513,30.004262,29.793748,587.214329,98.430825,0.75006366,369.352363,359.886777,377.394751,368.703241,586.606141,0.07444,0.22435,0
15,1019.01496,14.1,1.23583,556.144275,30.000564,29.524224,586.821646,98.44255,0.74988189,367.87351,358.625035,376.248142,367.51922,585.779004,0.07444,0.21938,0
15,1019.0052,14.1,1.235818,556.202513,30.002279,29.86246,587.343599,98.439034,0.749951543,366.845253,358.450593,376.748922,367.345629,587.061797,0.07444,0.21504,0
15,1019.00646,14.1,1.235819,556.115844,29.999922,29.70406,586.992145,98.429548,0.749964896,360.082114,355.741019,377.295397,363.919278,586.595476,0.07444,0.21135,0
15,1018.99902,14.1,1.23581,556.216041,30.002734,29.649944,587.121482,98.431595,0.750019595,346.691816,350.881906,379.798441,357.063235,582.898604,0.07444,0.20833,0
15,1018.97154,14.1,1.235777,556.250215,30.00406,30.0636,587.395475,98.427002,0.750087743,331.428467,344.416571,381.297483,347.484072,574.581793,0.07444,0.206,0
15,1018.98402,14.1,1.235792,555.960162,29.996053,29.634755,586.914948,98.434282,0.749832112,315.246078,335.196285,378.185111,335.308309,561.786169,0.07444,0.20436,0
15,1018.98606,14.1,1.235795,556.337502,30.006201,29.661386,587.038506,98.428061,0.750133196,306.599301,329.755712,376.873459,329.539493,554.56269,0.07444,0.20343,0
15,1019.01616,14.1,1.235831,555.938755,29.995003,29.503051,586.599596,98.428814,0.749847518,304.579094,327.834135,375.385328,327.78138,552.269606,0.07444,0.20319,0
15,1019.01854,14.1,1.235834,555.828164,29.991984,29.782701,586.718607,98.426285,0.749791311,300.736925,325.647241,373.807964,324.513239,548.032773,0.07444,0.2027,0
15,1019.01502,14.1,1.23583,556.066386,29.998462,29.808936,586.955789,98.421999,0.749985917,292.479672,319.072561,369.379275,316.935739,537.949489,0.07444,0.2015,0
15,1019.04008,14.1,1.23586,556.131792,29.999857,29.497067,586.852477,98.432561,0.749940315,281.460047,308.66864,359.719299,306.353045,522.020447,0.07444,0.1996,0
15,1019.00418,14.1,1.235817,556.079629,29.998979,30.101014,587.286658,98.42498,0.749976127,276.293011,299.385638,343.497858,298.106384,504.228251,0.07444,0.197,0
15,1018.98754,14.1,1.235796,555.768075,29.990819,29.798679,586.66653,98.430923,0.749726858,277.186337,289.957769,321.151868,291.402885,485.477729,0.07444,0.19372,0
15,1018.99302,14.1,1.235803,556.100561,29.999707,29.687687,586.837551,98.422768,0.750011183,284.295988,285.812146,306.382988,290.704254,476.747511,0.07444,0.18978,0
15,1019.02258,14.1,1.235839,556.120543,29.999812,29.751271,586.868395,98.423109,0.75001121,291.394208,287.180024,303.241287,292.912388,476.741925,0.07444,0.1852,0
15,1019.01818,14.1,1.235834,556.121255,29.999895,29.719709,586.997212,98.427274,0.749981548,297.210499,290.744048,306.341891,297.733366,482.96306,0.07444,0.18,0
15,1019.03412,14.1,1.235853,556.074741,29.998406,29.81972,586.821648,98.42577,0.749955783,304.023085,297.280081,314.017228,305.860884,495.66511,0.07444,0.1742,0
15,1019.05804,14.1024,1.235872,556.074882,29.998183,29.851413,587.105706,98.43231,0.74990038,315.193873,309.324068,326.75111,317.726427,515.855928,0.07444,0.16783,0
15,1019.02296,14.1016,1.235833,556.279026,30.004164,30.021123,587.317499,98.429731,0.750069547,327.60497,322.954566,342.279709,331.520844,538.993441,0.07444,0.16093,0
15,1019.03892,14.1,1.235859,555.990396,29.996061,29.603062,586.72354,98.429807,0.749866402,338.797133,336.479465,358.750624,345.184409,561.908207,0.07444,0.15353,0
15,1019.03078,14.1,1.235849,555.738173,29.989376,29.724509,586.74412,98.433651,0.749670008,349.569722,349.307632,375.462584,358.946614,583.586394,0.07444,0.14567,0
15,1019.0084,14.1,1.235822,555.897224,29.993996,29.80407,586.80626,98.437087,0.749759326,359.88485,361.603735,392.446646,372.784424,604.942744,0.07444,0.13739,0
15,1019.0161,14.1,1.235831,555.751368,29.989947,30.0108,586.950465,98.433211,0.749687633,368.98428,371.728841,406.344218,383.62981,621.761602,0.07444,0.12872,0
15,1019.02112,14.1012,1.235832,556.01446,29.997035,29.968192,587.038635,98.430997,0.749881685,370.625815,375.812462,414.433809,388.474454,629.903137,0.07444,0.11971,0
15,1019.04152,14.1,1.235862,556.152107,30.000384,30.036904,587.374763,98.431724,0.749959866,371.353047,376.788908,417.536182,390.910743,633.670016,0.07444,0.11042,0
15,1019.03844,14.1052,1.235836,556.145366,30.000519,29.973452,587.173099,98.430753,0.749970639,368.959097,373.624974,413.819407,388.160289,630.458165,0.07444,0.10087,0
15,1019.04494,14.12,1.23578,556.303138,30.005452,29.925583,587.379569,98.432041,0.750084142,360.731566,363.304644,399.916564,377.849552,616.055995,0.07444,0.09113,0
15,1019.04746,14.1192,1.235786,557.646296,30.041574,30.08497,588.816604,98.435646,0.750959626,352.394745,350.079448,379.143269,364.04375,596.22554,0.07444,0.08124,0
15,1019.04654,14.12,1.235782,555.957361,29.996102,30.005079,586.956177,98.430407,0.749862856,344.718232,335.111594,353.568857,347.478219,572.268073,0.07444,0.07124,0
15,1019.05212,14.102,1.235866,556.029459,29.997025,30.228247,587.173035,98.432547,0.749869627,335.567383,314.679108,317.37394,323.332562,537.51967,0.07444,0.0612,0
15,1019.05694,14.12,1.235795,556.546583,30.011839,30.106142,587.648562,98.42933,0.750264469,371.145001,363.314966,378.767683,368.330348,586.977053,0.09667,0.25,0
15,1019.04858,14.112,1.235819,555.970746,29.996015,29.54487,586.69257,98.429548,0.749867225,370.325587,362.237268,377.811368,367.660324,586.166354,0.09667,0.24279,0
15,1019.0436,14.1028,1.235852,556.110243,29.999371,29.381341,586.749254,98.431909,0.749933133,369.722108,361.375961,377.275079,367.302764,585.831736,0.09667,0.23609,0
15,1019.05578,14.1044,1.23586,556.08072,29.998479,29.32887,586.692374,98.430366,0.74992259,369.373471,360.9911,377.092944,367.1558,585.874409,0.09667,0.22993,0
15,1019.02394,14.1004,1.235839,556.057416,29.99811,29.809068,587.043635,98.42961,0.749919125,369.76931,361.482287,377.753172,367.741399,586.770248,0.09667,0.22435,0
15,1019.03762,14.116,1.235788,556.093868,29.999706,29.407314,586.620631,98.428835,0.749964929,367.707288,359.902626,376.451184,366.359865,585.858102,0.09667,0.21938,0
15,1019.04858,14.1024,1.23586,556.147692,30.000287,29.518766,586.90943,98.431817,0.749956732,365.665435,359.343586,377.259561,365.683976,587.045568,0.09667,0.21504,0
15,1019.06358,14.1,1.235889,556.140525,29.999747,29.555128,586.821775,98.428074,0.749971752,357.038252,356.300256,378.862496,361.77145,586.213777,0.09667,0.21135,0
15,1019.05552,14.1016,1.235872,556.232511,30.00243,29.534876,587.049088,98.432012,0.750008818,342.028722,350.966531,380.839711,352.587593,580.191085,0.09667,0.20833,0
15,1019.07614,14.1008,1.2359,556.3497,30.005245,29.470963,586.868002,98.427908,0.750110463,323.835132,341.581409,379.449485,340.827914,568.052474,0.09667,0.206,0
15,1019.09474,14.108,1.235892,555.966902,29.995023,29.450712,586.656731,98.434273,0.749806433,310.691272,333.928562,376.968145,331.488163,557.083289,0.09667,0.20436,0
15,1019.09446,14.1044,1.235907,556.320794,30.004384,29.692026,587.116223,98.425378,0.750108219,303.9716,329.777607,374.901251,326.158383,550.426266,0.09667,0.20343,0
15,1019.0782,14.1,1.235906,556.010853,29.996034,29.545002,586.640951,98.424309,0.749907615,302.746612,328.203472,373.688292,324.842596,548.361416,0.09667,0.20319,0
15,1019.08442,14.1,1.235914,556.273758,30.003033,29.624235,587.240558,98.428208,0.750052878,300.066304,326.397355,372.59028,322.380519,545.496149,0.09667,0.2027,0
15,1019.08508,14.1,1.235915,556.293265,30.00355,29.613451,587.012859,98.423,0.750105492,291.415383,319.04593,366.860392,315.107857,534.406759,0.09667,0.2015,0
15,1019.05276,14.1028,1.235863,556.090736,29.998709,29.613978,587.033506,98.432937,0.749908752,282.9921,310.976396,357.034458,306.380206,520.722808,0.09667,0.1996,0
15,1019.03822,14.106,1.235832,556.269485,30.003912,29.708268,587.172776,98.428998,0.750068833,277.53476,300.134897,339.39622,296.883762,501.383821,0.09667,0.197,0
15,1019.03584,14.118,1.235778,555.939942,29.995684,29.439796,586.743992,98.433229,0.749830909,278.448541,290.876746,320.116186,291.959947,484.418899,0.09667,0.19372,0
15,1019.05702,14.1016,1.235874,556.145841,30.000071,29.3603,586.599526,98.433936,0.749935188,285.744807,287.338617,306.700248,291.30544,477.059448,0.09667,0.18978,0
15,1019.0982,14.1008,1.235927,555.604325,29.984814,29.42875,586.28917,98.438213,0.74952123,293.086574,289.138751,303.78191,293.541181,477.462056,0.09667,0.1852,0
15,1019.08238,14.1,1.235911,556.082524,29.997906,29.73424,587.121094,98.424704,0.749951405,299.692292,293.036615,306.711226,298.620771,483.593566,0.09667,0.18,0
15,1019.11702,14.1,1.235953,556.120828,29.998428,29.444201,586.878777,98.433452,0.749897804,305.607475,299.475523,314.969341,306.33148,496.131435,0.09667,0.1742,0
15,1019.14544,14.1,1.235988,556.04498,29.995965,29.656322,586.955918,98.433941,0.749832509,316.72067,310.770193,327.489192,318.257651,515.834493,0.09667,0.16783,0
15,1019.12396,14.1008,1.235958,556.189983,30.000234,29.819589,587.172905,98.432145,0.749952908,328.743087,324.991619,343.53448,332.450931,539.343,0.09667,0.16093,0
15,1019.14364,14.102,1.235977,556.33043,30.003795,29.45538,586.847489,98.430093,0.750057563,340.657357,339.156747,360.640769,346.076824,563.041854,0.09667,0.15353,0
15,1019.1541,14.1156,1.235931,555.88403,29.99231,29.910526,587.302434,98.439638,0.749697753,352.888491,353.110953,377.593064,360.434219,585.392386,0.09667,0.14567,0
15,1019.14436,14.1164,1.235916,556.394269,30.006258,29.909605,587.643821,98.434736,0.750083754,362.943638,365.443479,395.315272,374.446345,607.549067,0.09667,0.13739,0
15,1019.1385,14.1088,1.235942,555.920577,29.993171,29.877912,586.888524,98.427025,0.749815348,370.703669,375.114425,407.724722,383.624742,622.683663,0.09667,0.12872,0
15,1019.13954,14.118,1.235903,556.174367,30.000482,29.814657,587.193552,98.428586,0.749986225,372.594666,379.11381,415.548131,387.981496,630.406616,0.09667,0.11971,0
15,1019.11954,14.12,1.23587,555.896798,29.993393,29.984038,587.028182,98.429549,0.74980167,373.258454,380.734767,418.494084,389.550834,633.85616,0.09667,0.11042,0
15,1019.12942,14.12,1.235882,556.120021,29.99927,29.893759,587.214199,98.431283,0.749935378,370.200262,377.993105,414.809197,386.250344,630.046805,0.09667,0.10087,0
15,1019.13446,14.12,1.235889,556.227954,30.002106,29.782438,587.0437,98.432066,0.750000307,362.610009,368.722534,401.530089,375.976823,615.8601,0.09667,0.09113,0
15,1019.15684,14.12,1.235916,556.243855,30.002206,29.930646,587.296658,98.431119,0.750010023,354.447433,355.947289,381.52124,362.322847,595.281555,0.09667,0.08124,0
15,1019.16758,14.1192,1.235932,556.109009,29.998369,30.010602,587.30224,98.428046,0.749937516,348.171801,342.231376,357.351588,347.553966,572.194103,0.09667,0.07124,0
15,1019.15426,14.12,1.235913,556.152581,29.999782,30.222658,587.597009,98.430922,0.749950927,339.172125,320.968683,320.730253,323.60892,535.656604,0.09667,0.0612,0
15,1019.08948,14.12,1.235834,556.513548,30.010469,29.952016,587.622592,98.421616,0.750289022,370.760743,363.832383,378.70075,367.426177,586.864932,0.11889,0.25,0
15,1019.10696,14.12,1.235855,555.937426,29.994675,29.476684,586.68218,98.431539,0.74981856,370.246617,362.87646,377.821359,366.863724,586.055043,0.11889,0.24279,0
15,1019.10324,14.12,1.235851,556.203653,30.00191,29.402251,586.94053,98.428601,0.75002181,370.132538,362.517446,377.733448,366.885093,586.352244,0.11889,0.23609,0
15,1019.10352,14.12,1.235851,555.939942,29.994793,29.392257,586.486035,98.432939,0.749810845,369.38386,362.041458,377.390013,366.43548,585.895515,0.11889,0.22993,0
15,1019.12198,14.12,1.235873,556.119736,29.999371,29.223401,586.579208,98.432958,0.749925141,368.501583,361.302183,376.728533,365.868417,585.609695,0.11889,0.22435,0
15,1019.18002,14.1172,1.235956,555.851138,29.991124,29.238722,586.428829,98.429445,0.74974574,367.037059,360.637086,376.489067,365.0125,585.562158,0.11889,0.21938,0
15,1019.11834,14.12,1.235869,556.343815,30.005467,30.03217,587.581492,98.427352,0.75012025,365.176822,361.059883,378.898005,365.154264,588.438079,0.11889,0.21504,0
15,1019.13006,14.12,1.235883,555.924611,29.993989,29.418887,586.620043,98.433487,0.749786572,352.768618,355.867922,379.090796,358.080244,584.370049,0.11889,0.21135,0
15,1019.13028,14.1156,1.235902,556.23346,30.002086,29.481879,586.759966,98.433421,0.749989483,335.848543,349.012602,380.230967,347.851702,576.155864,0.11889,0.20833,0
15,1019.1444,14.12,1.235901,556.356962,30.005439,29.502393,587.162776,98.427116,0.750121349,319.208187,340.424479,379.090665,336.628641,564.212139,0.11889,0.206,0
15,1019.1432,14.12,1.235899,556.402575,30.006686,29.777506,587.436637,98.429053,0.750137761,306.651638,332.845674,376.092905,327.970161,553.312314,0.11889,0.20436,0
15,1019.1564,14.1208,1.235912,556.028842,29.996455,29.391599,586.397728,98.424383,0.749917576,299.432571,326.381774,370.815926,321.438472,544.082042,0.11889,0.20343,0
15,1019.11014,14.12,1.235859,556.111809,29.999332,29.968454,587.245752,98.430968,0.749939327,299.442961,326.60915,371.584912,321.563599,544.118938,0.11889,0.20319,0
15,1019.12932,14.1208,1.235879,556.128612,29.999544,29.576695,586.966306,98.427683,0.749969656,295.506826,323.313908,368.713057,318.00259,538.992395,0.11889,0.2027,0
15,1019.16636,14.12,1.235927,556.186328,30.000514,29.682427,587.075317,98.426364,0.750003956,290.007472,318.813624,364.02359,312.716867,531.451672,0.11889,0.2015,0
15,1019.16964,14.1228,1.235919,556.434519,30.007305,29.576695,587.162646,98.432756,0.750125015,282.607574,310.438398,353.672351,304.172072,517.154229,0.11889,0.1996,0
15,1019.16666,14.12,1.235928,556.039,29.996536,29.686963,586.961306,98.428953,0.749884783,278.235562,299.766219,336.487683,296.299349,498.748027,0.11889,0.197,0
15,1019.16404,14.12,1.235924,556.169526,30.000094,29.820049,586.925199,98.427077,0.749988023,280.504193,292.126845,317.805281,291.32681,483.630652,0.11889,0.19372,0
15,1019.18616,14.12,1.235951,556.316095,30.003722,29.71412,587.121094,98.428659,0.750066666,288.412948,290.20527,307.418999,291.976257,478.66903,0.11889,0.18978,0
15,1019.16576,14.12,1.235927,556.027181,29.99623,29.455775,586.842616,98.431584,0.749857089,295.132822,290.891995,303.958922,294.276244,478.748722,0.11889,0.1852,0
15,1019.18656,14.12,1.235952,556.336173,30.004258,29.582548,587.126417,98.428599,0.750080523,300.735538,294.223796,307.127711,298.718085,484.493535,0.11889,0.18,0
15,1019.1862,14.12,1.235951,555.960114,29.994121,29.793024,587.013118,98.433543,0.749789445,307.118621,301.497901,315.82295,306.780244,496.894046,0.11889,0.1742,0
15,1019.17122,14.12,1.235933,556.101462,29.998154,29.724641,586.85781,98.423412,0.74996745,317.655616,312.529354,328.33287,318.078408,516.348948,0.11889,0.16783,0
15,1019.18364,14.12,1.235948,556.267824,30.002458,29.740487,587.141676,98.429927,0.750025405,329.999979,327.084612,345.318765,332.808035,540.799236,0.11889,0.16093,0
15,1019.17862,14.12,1.235942,556.039901,29.996384,29.719051,586.821713,98.432811,0.749851592,342.527523,342.052067,362.836809,347.153596,564.836403,0.11889,0.15353,0
15,1019.15032,14.1144,1.235932,556.157707,29.999686,29.967928,587.359116,98.419951,0.750032125,354.629307,355.803813,379.537792,361.046051,587.199558,0.11889,0.14567,0
15,1019.15476,14.1176,1.235924,555.811172,29.99044,29.904739,586.878589,98.430373,0.749721572,364.247736,368.016332,397.047408,374.662152,608.729083,0.11889,0.13739,0
15,1019.19028,14.12,1.235956,556.041135,29.996246,29.703336,586.863071,98.4344,0.749836037,371.779647,377.487532,409.16044,383.354364,623.463364,0.11889,0.12872,0
15,1019.2141,14.12,1.235985,556.217987,30.000665,29.58761,586.831713,98.432303,0.749962479,373.025814,381.188992,415.947717,386.867043,630.082788,0.11889,0.11971,0
15,1019.1909,14.12,1.235957,555.961918,29.9941,29.777375,586.863201,98.434405,0.749782354,373.409685,383.164891,419.161354,388.398577,633.240525,0.11889,0.11042,0
15,1019.19042,14.12,1.235956,556.254961,30.002011,29.803676,587.193682,98.432465,0.749994892,371.477516,380.982855,416.166151,385.573206,629.89847,0.11889,0.10087,0
15,1019.20084,14.12,1.235969,556.045929,29.99622,29.804136,587.095576,98.431724,0.749855773,363.846623,372.409595,403.258616,375.355715,615.526525,0.11889,0.09113,0
15,1019.20466,14.1212,1.235969,555.513717,29.981868,29.930975,586.713281,98.431861,0.749495953,356.409852,360.102772,384.259291,362.67056,595.307853,0.11889,0.08124,0
